filename,date,timestamp,total_pixels,analysis_pixels,water_pixels,water_pct_of_analysis,water_pct_of_total,threshold_used,ndwi_min,ndwi_max,ndwi_mean,ndwi_std,analysis_area_km2,water_area_km2,initial_water_pixels,noise_removed_pixels,cleaning_efficiency_pct,removed_by_opening,added_by_closing,removed_by_size,water_mask_file,ndwi_file
2020-05-24.tif,2020-05-24,2020-05-24,20916060,1564550,56079,3.584353328433096,0.26811454929848166,0.0,-0.42848244309425354,0.3407875597476959,-0.10975546389818192,0.07877522706985474,14.08095,0.504711,66315,10236,15.435421850260122,9914,1767,2089,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-05-24_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-05-24_ndwi.tif
2020-06-11.tif,2020-06-11,2020-06-11,24141920,1564550,204339,13.06056054456553,0.8464074108438765,0.0,-0.4668930470943451,0.574752926826477,-0.10003797709941864,0.10352017730474472,14.08095,1.839051,215635,11296,5.2384816936026155,24195,15767,2868,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-06-11_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-06-11_ndwi.tif
2020-08-08.tif,2020-08-08,2020-08-08,24141920,1564550,218021,13.935061199705986,0.9030806166203847,0.0,-0.7040399312973022,0.7731376886367798,-0.07049912959337234,0.07725783437490463,14.08095,1.962189,235599,17578,7.460982432013719,26743,10874,1709,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-08-08_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-08-08_ndwi.tif
2020-08-31.tif,2020-08-31,2020-08-31,24141920,1564550,41851,2.6749544597488097,0.17335406628801686,0.0,-0.6400178670883179,0.6079812049865723,-0.03347203880548477,0.0680832490324974,14.08095,0.376659,67187,25336,37.70967597898403,24460,848,1724,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-08-31_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-08-31_ndwi.tif
2020-09-21.tif,2020-09-21,2020-09-21,24141920,1564550,51394,3.284906203061583,0.2128828195934706,0.0,-0.6455324292182922,0.5079533457756042,-0.06993905454874039,0.05460108071565628,14.08095,0.462546,80441,29047,36.109695304633206,30250,3232,2029,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-09-21_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-09-21_ndwi.tif
2020-09-30.tif,2020-09-30,2020-09-30,24141920,1564550,194876,12.45572209261449,0.8072100313479624,0.0,-0.566224217414856,0.6299826502799988,-0.034495554864406586,0.07247398048639297,14.08095,1.753884,273204,78328,28.670151242295134,89349,15116,4095,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-09-30_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-09-30_ndwi.tif
2020-10-01.tif,2020-10-01,2020-10-01,19379839,1243050,247237,19.889545875065362,1.2757433124186428,0.0,-0.541394054889679,0.5419707894325256,-0.018613329157233238,0.05891552194952965,11.18745,2.225133,325508,78271,24.045799181586936,102270,29148,5149,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-10-01_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-10-01_ndwi.tif
2020-10-05.tif,2020-10-05,2020-10-05,24141920,1564550,336436,21.50369115720175,1.3935759873282656,0.0,-0.47986942529678345,0.5615671873092651,-0.04168802499771118,0.07367193698883057,14.08095,3.027924,348450,12014,3.4478404362175348,31889,22013,2138,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-10-05_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-10-05_ndwi.tif
2020-10-07.tif,2020-10-07,2020-10-07,24141920,1564550,374970,23.966635773864688,1.5531904670382473,0.0,-0.5241254568099976,0.7797235250473022,-0.004526069853454828,0.07091589272022247,14.08095,3.37473,583834,208864,35.774552355635336,247462,47605,9007,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-10-07_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-10-07_ndwi.tif
2020-10-08.tif,2020-10-08,2020-10-08,24141920,1564550,301758,19.287207184174363,1.249933725238092,0.0,-0.5494575500488281,0.6118264198303223,-0.030776286497712135,0.0646742582321167,14.08095,2.715822,385290,83532,21.680292766487582,110937,33464,6059,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-10-08_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-10-08_ndwi.tif
2020-10-09.tif,2020-10-09,2020-10-09,24141920,1564550,90022,5.7538589370745585,0.37288666352966127,0.0,-0.5146141052246094,0.5755883455276489,-0.048252880573272705,0.060680437833070755,14.08095,0.810198,106841,16819,15.742084031411162,18005,2405,1219,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2020/2020-10-09_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2020/2020-10-09_ndwi.tif
