filename,date,timestamp,total_pixels,analysis_pixels,water_pixels,water_pct_of_analysis,water_pct_of_total,threshold_used,ndwi_min,ndwi_max,ndwi_mean,ndwi_std,analysis_area_km2,water_area_km2,initial_water_pixels,noise_removed_pixels,cleaning_efficiency_pct,removed_by_opening,added_by_closing,removed_by_size,water_mask_file,ndwi_file
2021-01-28.tif,2021-01-28,2021-01-28,24141920,1564550,185037,11.826851171263302,0.7664551949472121,0.0,-0.3544763922691345,0.5849969983100891,-0.028691451996564865,0.06381882727146149,14.08095,1.665333,264772,79735,30.114589155953045,86293,11762,5204,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-01-28_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-01-28_ndwi.tif
2021-02-24.tif,2021-02-24,2021-02-24,24141920,1564550,159125,10.170656099197853,0.6591232180373392,0.0,-0.4079696536064148,0.42156532406806946,-0.06317640841007233,0.057025108486413956,14.08095,1.432125,179432,20307,11.317379285746132,26798,9733,3242,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-02-24_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-02-24_ndwi.tif
2021-03-03.tif,2021-03-03,2021-03-03,24141920,1564550,165100,10.552555047777316,0.6838726994373273,0.0,-0.3173713684082031,0.4222381114959717,-0.034295644611120224,0.04965406283736229,14.08095,1.4859,195345,30245,15.482863651488392,34820,9625,5050,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-03-03_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-03-03_ndwi.tif
2021-03-17.tif,2021-03-17,2021-03-17,24141920,1564550,101366,6.478923652168355,0.41987546972237505,0.0,-0.3729977011680603,0.44971299171447754,-0.06569088995456696,0.0713946521282196,14.08095,0.912294,121260,19894,16.40606960250701,20427,3475,2942,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-03-17_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-03-17_ndwi.tif
2021-09-04.tif,2021-09-04,2021-09-04,24141920,1564550,135124,8.63660477453581,0.5597069330028431,0.0,-0.6100738048553467,0.6023604273796082,-0.043649300932884216,0.057894766330718994,14.08095,1.216116,193542,58418,30.183629393103306,66921,12036,3533,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-09-04_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-09-04_ndwi.tif
2021-09-18.tif,2021-09-18,2021-09-18,24141920,1564550,74712,4.775302802722828,0.30947000072902237,0.0,-0.5995728969573975,0.5933970212936401,-0.07642751187086105,0.08094242960214615,14.08095,0.672408,90076,15364,17.056707669079444,15024,2270,2610,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-09-18_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-09-18_ndwi.tif
2021-09-20.tif,2021-09-20,2021-09-20,24141920,1564550,99903,6.385414336390656,0.4138154711804198,0.0,-0.6029207110404968,0.885189414024353,-0.04414192587137222,0.07131141424179077,14.08095,0.899127,183772,83869,45.63752911216072,88334,7549,3084,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-09-20_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-09-20_ndwi.tif
2021-10-05.tif,2021-10-05,2021-10-05,24141920,1564550,53270,3.4048128854942314,0.22065353542717397,0.0,-0.5318036675453186,0.617408275604248,-0.07028527557849884,0.06690417230129242,14.08095,0.47943,69613,16343,23.47693677904989,18064,3206,1485,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-10-05_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-10-05_ndwi.tif
2021-10-09.tif,2021-10-09,2021-10-09,24141920,1564550,103288,6.601770477134,0.42783672549656365,0.0,-0.45485326647758484,0.6783543825149536,-0.042824115604162216,0.0639202892780304,14.08095,0.929592,136558,33270,24.36327421315485,36556,5007,1721,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-10-09_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-10-09_ndwi.tif
2021-10-13.tif,2021-10-13,2021-10-13,24141920,1564550,78510,5.018056310121121,0.3252019723369144,0.0,-0.47223690152168274,0.6469500660896301,-0.054939329624176025,0.06360716372728348,14.08095,0.70659,100710,22200,22.043491212392016,23214,2822,1808,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-10-13_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-10-13_ndwi.tif
2021-10-15.tif,2021-10-15,2021-10-15,24141920,1564550,103304,6.602793135406347,0.42790300025847156,0.0,-0.4275782108306885,0.9907833933830261,-0.04421952739357948,0.06775771081447601,14.08095,0.929736,129878,26574,20.460740079151204,29011,4147,1710,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/water/langtang2021/2021-10-15_water_mask.tif,/Users/varyabazilova/Desktop/glacial_lakes/super_lakes/ndwi/langtang2021/2021-10-15_ndwi.tif
